subfolder,rank,word,count,total_files,total_words,estimated_cost
demo-files-split,342,האיש,4,8,8067,0.8738
demo-files-split,343,ודמרים,4,8,8067,0.8738
demo-files-split,344,בשורות,4,8,8067,0.8738
demo-files-split,345,גדול,4,8,8067,0.8738
demo-files-split,346,שומעת,4,8,8067,0.8738
demo-files-split,347,המשפחה,4,8,8067,0.8738
demo-files-split,348,בואו,4,8,8067,0.8738
demo-files-split,349,חג,4,8,8067,0.8738
demo-files-split,350,לילה,4,8,8067,0.8738
demo-files-split,351,טל,4,8,8067,0.8738
demo-files-split,352,סוויפט,4,8,8067,0.8738
demo-files-split,353,סוויפטי,4,8,8067,0.8738
demo-files-split,354,יחזיק,4,8,8067,0.8738
demo-files-split,355,אשחק,4,8,8067,0.8738
demo-files-split,356,תנו,3,8,8067,0.8738
demo-files-split,357,מהר,3,8,8067,0.8738
demo-files-split,358,והחטופות,3,8,8067,0.8738
demo-files-split,359,ללא,3,8,8067,0.8738
demo-files-split,360,כמובן,3,8,8067,0.8738
demo-files-split,361,שבוע,3,8,8067,0.8738
demo-files-split,362,חושבת,3,8,8067,0.8738
demo-files-split,363,מרגישים,3,8,8067,0.8738
demo-files-split,364,דבר,3,8,8067,0.8738
demo-files-split,365,לפיד,3,8,8067,0.8738
demo-files-split,366,מפיק,3,8,8067,0.8738
demo-files-split,367,עקבודי,3,8,8067,0.8738
demo-files-split,368,טכנאי,3,8,8067,0.8738
demo-files-split,369,נקרא,3,8,8067,0.8738
demo-files-split,370,מהאדמה,3,8,8067,0.8738
demo-files-split,371,החרבה,3,8,8067,0.8738
demo-files-split,372,נצמח,3,8,8067,0.8738
demo-files-split,373,לנטוע,3,8,8067,0.8738
demo-files-split,374,עץ,3,8,8067,0.8738
demo-files-split,375,עליו,3,8,8067,0.8738
demo-files-split,376,לשיר,3,8,8067,0.8738
demo-files-split,377,קוראים,3,8,8067,0.8738
demo-files-split,378,שוטי,3,8,8067,0.8738
demo-files-split,379,מנסה,3,8,8067,0.8738
demo-files-split,380,שאת,3,8,8067,0.8738
demo-files-split,381,עושה,3,8,8067,0.8738
demo-files-split,382,מתוקה,3,8,8067,0.8738
demo-files-split,383,קרה,3,8,8067,0.8738
demo-files-split,384,הרגל,3,8,8067,0.8738
demo-files-split,385,איפה,3,8,8067,0.8738
demo-files-split,386,החיילים,3,8,8067,0.8738
demo-files-split,387,יחזרו,3,8,8067,0.8738
demo-files-split,388,ואיך,3,8,8067,0.8738
demo-files-split,389,נמשיך,3,8,8067,0.8738
demo-files-split,390,הגשר,3,8,8067,0.8738
demo-files-split,391,עמליה,3,8,8067,0.8738
demo-files-split,392,שאין,3,8,8067,0.8738
demo-files-split,393,החגים,3,8,8067,0.8738
demo-files-split,394,ראשונה,3,8,8067,0.8738
demo-files-split,395,מסכים,3,8,8067,0.8738
demo-files-split,396,תשמרו,3,8,8067,0.8738
demo-files-split,397,עצמכם,3,8,8067,0.8738
demo-files-split,398,דקות,3,8,8067,0.8738
demo-files-split,399,לצפון,3,8,8067,0.8738
demo-files-split,400,זהו,3,8,8067,0.8738
demo-files-split,401,לכיוון,3,8,8067,0.8738
demo-files-split,402,המועד,3,8,8067,0.8738
demo-files-split,403,מתחילים,3,8,8067,0.8738
demo-files-split,404,שימו,3,8,8067,0.8738
demo-files-split,405,השם,3,8,8067,0.8738
demo-files-split,406,שהיא,3,8,8067,0.8738
demo-files-split,407,לבוא,3,8,8067,0.8738
demo-files-split,408,אלווי,3,8,8067,0.8738
demo-files-split,409,אתמול,3,8,8067,0.8738
demo-files-split,410,בני,3,8,8067,0.8738
demo-files-split,411,נעשה,3,8,8067,0.8738
demo-files-split,412,כאן,3,8,8067,0.8738
demo-files-split,413,מכה,3,8,8067,0.8738
demo-files-split,414,אחת,3,8,8067,0.8738
demo-files-split,415,באוקטובר,3,8,8067,0.8738
demo-files-split,416,וברכים,3,8,8067,0.8738
demo-files-split,417,בשערה,3,8,8067,0.8738
demo-files-split,418,מופיע,3,8,8067,0.8738
demo-files-split,419,בשקט,3,8,8067,0.8738
demo-files-split,420,בלבבה,3,8,8067,0.8738
demo-files-split,421,במקום,3,8,8067,0.8738
demo-files-split,422,שמאיר,3,8,8067,0.8738
demo-files-split,423,ניתן,3,8,8067,0.8738
demo-files-split,424,טובה,3,8,8067,0.8738
demo-files-split,425,נספר,3,8,8067,0.8738
demo-files-split,426,נוסע,3,8,8067,0.8738
demo-files-split,427,לתת,3,8,8067,0.8738
demo-files-split,428,עוז,3,8,8067,0.8738
demo-files-split,429,בבית,3,8,8067,0.8738
demo-files-split,430,מטי,3,8,8067,0.8738
demo-files-split,431,קספי,3,8,8067,0.8738
demo-files-split,432,וציפור,3,8,8067,0.8738
demo-files-split,433,שהחרק,3,8,8067,0.8738
demo-files-split,434,בכנפיה,3,8,8067,0.8738
demo-files-split,435,בכתפיה,3,8,8067,0.8738
demo-files-split,436,מהדורות,3,8,8067,0.8738
demo-files-split,437,אכפת,3,8,8067,0.8738
demo-files-split,438,ואין,3,8,8067,0.8738
demo-files-split,439,זהב,3,8,8067,0.8738
demo-files-split,440,רע,3,8,8067,0.8738
demo-files-split,441,חזק,3,8,8067,0.8738
demo-files-split,442,למרות,3,8,8067,0.8738
demo-files-split,443,בעזה,3,8,8067,0.8738
demo-files-split,444,ממישהו,3,8,8067,0.8738
demo-files-split,445,אהב,3,8,8067,0.8738
demo-files-split,446,היו,3,8,8067,0.8738
demo-files-split,447,דקה,3,8,8067,0.8738
demo-files-split,448,שתיהן,3,8,8067,0.8738
demo-files-split,449,באו,3,8,8067,0.8738
demo-files-split,450,נסעתי,3,8,8067,0.8738
demo-files-split,451,להרים,3,8,8067,0.8738
demo-files-split,452,שומעים,3,8,8067,0.8738
demo-files-split,453,יחד,3,8,8067,0.8738
demo-files-split,454,לזה,3,8,8067,0.8738
demo-files-split,455,בכלל,3,8,8067,0.8738
demo-files-split,456,עור,3,8,8067,0.8738
demo-files-split,457,והגיטרה,3,8,8067,0.8738
demo-files-split,458,הפעם,3,8,8067,0.8738
demo-files-split,459,חלומות,3,8,8067,0.8738
demo-files-split,460,נשבר,3,8,8067,0.8738
demo-files-split,461,ובלי,3,8,8067,0.8738
demo-files-split,462,מאז,3,8,8067,0.8738
demo-files-split,463,ראו,3,8,8067,0.8738
demo-files-split,464,היונה,3,8,8067,0.8738
demo-files-split,465,המים,3,8,8067,0.8738
demo-files-split,466,מתוך,3,8,8067,0.8738
demo-files-split,467,ההורים,3,8,8067,0.8738
demo-files-split,468,שני,3,8,8067,0.8738
demo-files-split,469,אהובה,3,8,8067,0.8738
demo-files-split,470,נערה,3,8,8067,0.8738
demo-files-split,471,איתי,3,8,8067,0.8738
demo-files-split,472,והיה,3,8,8067,0.8738
demo-files-split,473,רציתי,3,8,8067,0.8738
demo-files-split,474,רחוק,3,8,8067,0.8738
demo-files-split,475,מדי,3,8,8067,0.8738
demo-files-split,476,מרחם,3,8,8067,0.8738
demo-files-split,477,חכמים,3,8,8067,0.8738
demo-files-split,478,שהעוד,3,8,8067,0.8738
demo-files-split,479,הולק,3,8,8067,0.8738
demo-files-split,480,מפחיד,3,8,8067,0.8738
demo-files-split,481,לגדול,3,8,8067,0.8738
demo-files-split,482,קל,3,8,8067,0.8738
demo-files-split,483,אזרח,3,8,8067,0.8738
demo-files-split,484,עזה,3,8,8067,0.8738
demo-files-split,485,עומר,3,8,8067,0.8738
demo-files-split,486,הטלפון,3,8,8067,0.8738
demo-files-split,487,נחשבים,3,8,8067,0.8738
demo-files-split,488,קייט,3,8,8067,0.8738
demo-files-split,489,לבין,3,8,8067,0.8738
demo-files-split,490,קטנים,3,8,8067,0.8738
demo-files-split,491,צועק,3,8,8067,0.8738
demo-files-split,492,קם,3,8,8067,0.8738
demo-files-split,493,ממשיך,3,8,8067,0.8738
demo-files-split,494,סרנטל,3,8,8067,0.8738
demo-files-split,495,גרושקה,3,8,8067,0.8738
demo-files-split,496,מספר,3,8,8067,0.8738
demo-files-split,497,אח,3,8,8067,0.8738
demo-files-split,498,באהבה,3,8,8067,0.8738
demo-files-split,499,שירי,3,8,8067,0.8738
demo-files-split,500,זוטי,3,8,8067,0.8738
demo-files-split,501,שמעת,3,8,8067,0.8738
demo-files-split,502,צבא,3,8,8067,0.8738
demo-files-split,503,שים,3,8,8067,0.8738
demo-files-split,504,להעביר,3,8,8067,0.8738
demo-files-split,505,להשחק,3,8,8067,0.8738
demo-files-split,506,שיחזרו,3,8,8067,0.8738
demo-files-split,507,מתרגלים,2,8,8067,0.8738
demo-files-split,508,שכולם,2,8,8067,0.8738
demo-files-split,509,אורי,2,8,8067,0.8738
demo-files-split,510,שיותר,2,8,8067,0.8738
demo-files-split,511,מעמד,2,8,8067,0.8738
demo-files-split,512,יקרה,2,8,8067,0.8738
demo-files-split,513,פותחים,2,8,8067,0.8738
demo-files-split,514,מאחלת,2,8,8067,0.8738
demo-files-split,515,זיו,2,8,8067,0.8738
demo-files-split,516,עורך,2,8,8067,0.8738
demo-files-split,517,ברור,2,8,8067,0.8738
demo-files-split,518,מגנט,2,8,8067,0.8738
demo-files-split,519,האוויר,2,8,8067,0.8738
demo-files-split,520,והזהב,2,8,8067,0.8738
demo-files-split,521,ישמור,2,8,8067,0.8738
demo-files-split,522,ידע,2,8,8067,0.8738
demo-files-split,523,שכל,2,8,8067,0.8738
demo-files-split,524,יבוא,2,8,8067,0.8738
demo-files-split,525,מבנה,2,8,8067,0.8738
demo-files-split,526,ומי,2,8,8067,0.8738
demo-files-split,527,במיוחד,2,8,8067,0.8738
demo-files-split,528,סבבה,2,8,8067,0.8738
demo-files-split,529,חלום,2,8,8067,0.8738
demo-files-split,530,תביא,2,8,8067,0.8738
demo-files-split,531,ואת,2,8,8067,0.8738
demo-files-split,532,בפיצוץ,2,8,8067,0.8738
demo-files-split,533,עצמי,2,8,8067,0.8738
demo-files-split,534,העדן,2,8,8067,0.8738
demo-files-split,535,אש,2,8,8067,0.8738
demo-files-split,536,לחשוב,2,8,8067,0.8738
demo-files-split,537,עדן,2,8,8067,0.8738
demo-files-split,538,צריכים,2,8,8067,0.8738
demo-files-split,539,לחזור,2,8,8067,0.8738
demo-files-split,540,לשלום,2,8,8067,0.8738
demo-files-split,541,והחיילים,2,8,8067,0.8738
demo-files-split,542,וככה,2,8,8067,0.8738
demo-files-split,543,שנתיים,2,8,8067,0.8738
demo-files-split,544,אלינו,2,8,8067,0.8738
