subfolder,rank,word,count,russian_translation,total_files,total_words,estimated_cost
demo-files-tech-meetings-split,108,עובדים,38,,14,37412,2.2944
demo-files-tech-meetings-split,109,רגע,37,,14,37412,2.2944
demo-files-tech-meetings-split,110,כנראה,37,,14,37412,2.2944
demo-files-tech-meetings-split,111,בכלל,36,,14,37412,2.2944
demo-files-tech-meetings-split,112,חשוב,36,,14,37412,2.2944
demo-files-tech-meetings-split,113,להוסיף,35,,14,37412,2.2944
demo-files-tech-meetings-split,114,תודה,35,,14,37412,2.2944
demo-files-tech-meetings-split,115,שצריך,34,,14,37412,2.2944
demo-files-tech-meetings-split,116,סליחה,34,,14,37412,2.2944
demo-files-tech-meetings-split,117,ואני,34,,14,37412,2.2944
demo-files-tech-meetings-split,118,שומע,34,,14,37412,2.2944
demo-files-tech-meetings-split,119,אותה,33,,14,37412,2.2944
demo-files-tech-meetings-split,120,ויש,33,,14,37412,2.2944
demo-files-tech-meetings-split,121,אגב,33,,14,37412,2.2944
demo-files-tech-meetings-split,122,ולא,32,,14,37412,2.2944
demo-files-tech-meetings-split,123,לפי,32,,14,37412,2.2944
demo-files-tech-meetings-split,124,האלה,32,,14,37412,2.2944
demo-files-tech-meetings-split,125,להם,32,,14,37412,2.2944
demo-files-tech-meetings-split,126,הדברים,31,,14,37412,2.2944
demo-files-tech-meetings-split,127,אמור,31,,14,37412,2.2944
demo-files-tech-meetings-split,128,שני,31,,14,37412,2.2944
demo-files-tech-meetings-split,129,די,31,,14,37412,2.2944
demo-files-tech-meetings-split,130,אייטם,31,,14,37412,2.2944
demo-files-tech-meetings-split,131,אחת,30,,14,37412,2.2944
demo-files-tech-meetings-split,132,חדש,30,,14,37412,2.2944
demo-files-tech-meetings-split,133,שוב,30,,14,37412,2.2944
demo-files-tech-meetings-split,134,סתם,30,,14,37412,2.2944
demo-files-tech-meetings-split,135,מתי,30,,14,37412,2.2944
demo-files-tech-meetings-split,136,נמצא,30,,14,37412,2.2944
demo-files-tech-meetings-split,137,דאטה,30,,14,37412,2.2944
demo-files-tech-meetings-split,138,אבי,29,,14,37412,2.2944
demo-files-tech-meetings-split,139,נגיד,29,,14,37412,2.2944
demo-files-tech-meetings-split,140,העניין,29,,14,37412,2.2944
demo-files-tech-meetings-split,141,אמר,28,,14,37412,2.2944
demo-files-tech-meetings-split,142,זמן,28,,14,37412,2.2944
demo-files-tech-meetings-split,143,הזאת,28,,14,37412,2.2944
demo-files-tech-meetings-split,144,אותנו,28,,14,37412,2.2944
demo-files-tech-meetings-split,145,הבנתי,27,,14,37412,2.2944
demo-files-tech-meetings-split,146,לכל,27,,14,37412,2.2944
demo-files-tech-meetings-split,147,נניח,27,,14,37412,2.2944
demo-files-tech-meetings-split,148,קיים,26,,14,37412,2.2944
demo-files-tech-meetings-split,149,לגבי,26,,14,37412,2.2944
demo-files-tech-meetings-split,150,הזמן,26,,14,37412,2.2944
demo-files-tech-meetings-split,151,מבחינת,26,,14,37412,2.2944
demo-files-tech-meetings-split,152,שיהיה,26,,14,37412,2.2944
demo-files-tech-meetings-split,153,קודם,26,,14,37412,2.2944
demo-files-tech-meetings-split,154,ואנחנו,26,,14,37412,2.2944
demo-files-tech-meetings-split,155,מדבר,25,,14,37412,2.2944
demo-files-tech-meetings-split,156,כולם,25,,14,37412,2.2944
demo-files-tech-meetings-split,157,קורה,25,,14,37412,2.2944
demo-files-tech-meetings-split,158,הכי,25,,14,37412,2.2944
demo-files-tech-meetings-split,159,סוג,25,,14,37412,2.2944
demo-files-tech-meetings-split,160,תמיד,25,,14,37412,2.2944
demo-files-tech-meetings-split,161,הפוסטמנים,25,,14,37412,2.2944
demo-files-tech-meetings-split,162,לבדוק,25,,14,37412,2.2944
demo-files-tech-meetings-split,163,שלך,25,,14,37412,2.2944
demo-files-tech-meetings-split,164,אפילו,25,,14,37412,2.2944
demo-files-tech-meetings-split,165,בטוח,24,,14,37412,2.2944
demo-files-tech-meetings-split,166,שנקרא,24,,14,37412,2.2944
demo-files-tech-meetings-split,167,איתו,24,,14,37412,2.2944
demo-files-tech-meetings-split,168,להתקדם,24,,14,37412,2.2944
demo-files-tech-meetings-split,169,נכנס,24,,14,37412,2.2944
demo-files-tech-meetings-split,170,הדבר,24,,14,37412,2.2944
demo-files-tech-meetings-split,171,משנה,24,,14,37412,2.2944
demo-files-tech-meetings-split,172,בסוף,24,,14,37412,2.2944
demo-files-tech-meetings-split,173,אסף,23,,14,37412,2.2944
demo-files-tech-meetings-split,174,בו,23,,14,37412,2.2944
demo-files-tech-meetings-split,175,שאם,23,,14,37412,2.2944
demo-files-tech-meetings-split,176,כאן,23,,14,37412,2.2944
demo-files-tech-meetings-split,177,וכל,23,,14,37412,2.2944
demo-files-tech-meetings-split,178,לורן,23,,14,37412,2.2944
demo-files-tech-meetings-split,179,קוד,23,,14,37412,2.2944
demo-files-tech-meetings-split,180,מקווה,23,,14,37412,2.2944
demo-files-tech-meetings-split,181,בי,23,,14,37412,2.2944
demo-files-tech-meetings-split,182,כאלה,22,,14,37412,2.2944
demo-files-tech-meetings-split,183,להבין,22,,14,37412,2.2944
demo-files-tech-meetings-split,184,אלכס,22,,14,37412,2.2944
demo-files-tech-meetings-split,185,ברור,22,,14,37412,2.2944
demo-files-tech-meetings-split,186,בסטייגינג,22,,14,37412,2.2944
demo-files-tech-meetings-split,187,הייתי,22,,14,37412,2.2944
demo-files-tech-meetings-split,188,נצטרך,22,,14,37412,2.2944
demo-files-tech-meetings-split,189,סביבה,22,,14,37412,2.2944
demo-files-tech-meetings-split,190,האייטמים,22,,14,37412,2.2944
demo-files-tech-meetings-split,191,אתמול,21,,14,37412,2.2944
demo-files-tech-meetings-split,192,לדעת,21,,14,37412,2.2944
demo-files-tech-meetings-split,193,הולך,21,,14,37412,2.2944
demo-files-tech-meetings-split,194,עליו,21,,14,37412,2.2944
demo-files-tech-meetings-split,195,יום,21,,14,37412,2.2944
demo-files-tech-meetings-split,196,לוקח,21,,14,37412,2.2944
demo-files-tech-meetings-split,197,כמובן,21,,14,37412,2.2944
demo-files-tech-meetings-split,198,לייצר,21,,14,37412,2.2944
demo-files-tech-meetings-split,199,זו,21,,14,37412,2.2944
demo-files-tech-meetings-split,200,מבין,20,,14,37412,2.2944
demo-files-tech-meetings-split,201,הדאטה,20,,14,37412,2.2944
demo-files-tech-meetings-split,202,בזה,20,,14,37412,2.2944
demo-files-tech-meetings-split,203,ראיתי,20,,14,37412,2.2944
demo-files-tech-meetings-split,204,דני,20,,14,37412,2.2944
demo-files-tech-meetings-split,205,לדבר,20,,14,37412,2.2944
demo-files-tech-meetings-split,206,נדבר,20,,14,37412,2.2944
demo-files-tech-meetings-split,207,לוגים,20,,14,37412,2.2944
demo-files-tech-meetings-split,208,תראה,20,,14,37412,2.2944
demo-files-tech-meetings-split,209,בנייטלי,20,,14,37412,2.2944
demo-files-tech-meetings-split,210,שינויים,19,,14,37412,2.2944
demo-files-tech-meetings-split,211,עובר,19,,14,37412,2.2944
demo-files-tech-meetings-split,212,טסט,19,,14,37412,2.2944
demo-files-tech-meetings-split,213,שאתם,19,,14,37412,2.2944
demo-files-tech-meetings-split,214,איזשהו,19,,14,37412,2.2944
demo-files-tech-meetings-split,215,בגדול,19,,14,37412,2.2944
demo-files-tech-meetings-split,216,בידידי,19,,14,37412,2.2944
demo-files-tech-meetings-split,217,סרוויסים,19,,14,37412,2.2944
demo-files-tech-meetings-split,218,אליו,19,,14,37412,2.2944
demo-files-tech-meetings-split,219,שאלה,19,,14,37412,2.2944
demo-files-tech-meetings-split,220,נמצאים,19,,14,37412,2.2944
demo-files-tech-meetings-split,221,אייטמים,19,,14,37412,2.2944
demo-files-tech-meetings-split,222,הקטלוג,19,,14,37412,2.2944
demo-files-tech-meetings-split,223,לדעתי,18,,14,37412,2.2944
demo-files-tech-meetings-split,224,גט,18,,14,37412,2.2944
demo-files-tech-meetings-split,225,אותי,18,,14,37412,2.2944
demo-files-tech-meetings-split,226,מזה,18,,14,37412,2.2944
demo-files-tech-meetings-split,227,למחוק,18,,14,37412,2.2944
demo-files-tech-meetings-split,228,מחר,18,,14,37412,2.2944
demo-files-tech-meetings-split,229,עבור,18,,14,37412,2.2944
demo-files-tech-meetings-split,230,אצלנו,18,,14,37412,2.2944
demo-files-tech-meetings-split,231,קוראים,18,,14,37412,2.2944
demo-files-tech-meetings-split,232,נמחק,18,,14,37412,2.2944
demo-files-tech-meetings-split,233,זוכר,17,,14,37412,2.2944
demo-files-tech-meetings-split,234,ואתה,17,,14,37412,2.2944
demo-files-tech-meetings-split,235,אותך,17,,14,37412,2.2944
demo-files-tech-meetings-split,236,קטן,17,,14,37412,2.2944
demo-files-tech-meetings-split,237,אחרים,17,,14,37412,2.2944
demo-files-tech-meetings-split,238,שאלות,17,,14,37412,2.2944
demo-files-tech-meetings-split,239,הראשון,17,,14,37412,2.2944
demo-files-tech-meetings-split,240,יאללה,17,,14,37412,2.2944
demo-files-tech-meetings-split,241,לקחת,17,,14,37412,2.2944
demo-files-tech-meetings-split,242,לתת,17,,14,37412,2.2944
demo-files-tech-meetings-split,243,עידן,17,,14,37412,2.2944
demo-files-tech-meetings-split,244,פתאום,16,,14,37412,2.2944
demo-files-tech-meetings-split,245,מידע,16,,14,37412,2.2944
demo-files-tech-meetings-split,246,באגים,16,,14,37412,2.2944
demo-files-tech-meetings-split,247,להיכנס,16,,14,37412,2.2944
demo-files-tech-meetings-split,248,לכתוב,16,,14,37412,2.2944
demo-files-tech-meetings-split,249,להכניס,16,,14,37412,2.2944
demo-files-tech-meetings-split,250,טוקן,16,,14,37412,2.2944
demo-files-tech-meetings-split,251,אעשה,16,,14,37412,2.2944
demo-files-tech-meetings-split,252,האם,16,,14,37412,2.2944
demo-files-tech-meetings-split,253,והוא,16,,14,37412,2.2944
demo-files-tech-meetings-split,254,לפחות,16,,14,37412,2.2944
demo-files-tech-meetings-split,255,שלהם,16,,14,37412,2.2944
demo-files-tech-meetings-split,256,בבוקר,16,,14,37412,2.2944
demo-files-tech-meetings-split,257,בעיקר,16,,14,37412,2.2944
demo-files-tech-meetings-split,258,מקום,16,,14,37412,2.2944
demo-files-tech-meetings-split,259,תראו,16,,14,37412,2.2944
demo-files-tech-meetings-split,260,פעמים,16,,14,37412,2.2944
demo-files-tech-meetings-split,261,להגיד,15,,14,37412,2.2944
demo-files-tech-meetings-split,262,תהליך,15,,14,37412,2.2944
demo-files-tech-meetings-split,263,ומה,15,,14,37412,2.2944
demo-files-tech-meetings-split,264,הקונפיגורציה,15,,14,37412,2.2944
demo-files-tech-meetings-split,265,ים,15,,14,37412,2.2944
demo-files-tech-meetings-split,266,משימה,15,,14,37412,2.2944
demo-files-tech-meetings-split,267,טוען,15,,14,37412,2.2944
demo-files-tech-meetings-split,268,שעשיתי,15,,14,37412,2.2944
demo-files-tech-meetings-split,269,להסתכל,15,,14,37412,2.2944
demo-files-tech-meetings-split,270,ברגע,15,,14,37412,2.2944
demo-files-tech-meetings-split,271,בשביל,15,,14,37412,2.2944
demo-files-tech-meetings-split,272,בטח,15,,14,37412,2.2944
demo-files-tech-meetings-split,273,טיפה,15,,14,37412,2.2944
demo-files-tech-meetings-split,274,בלי,15,,14,37412,2.2944
demo-files-tech-meetings-split,275,הייתה,15,,14,37412,2.2944
demo-files-tech-meetings-split,276,ספציפי,15,,14,37412,2.2944
demo-files-tech-meetings-split,277,התהליך,15,,14,37412,2.2944
demo-files-tech-meetings-split,278,הלוגים,15,,14,37412,2.2944
demo-files-tech-meetings-split,279,היו,15,,14,37412,2.2944
demo-files-tech-meetings-split,280,בין,14,,14,37412,2.2944
demo-files-tech-meetings-split,281,קיבלתי,14,,14,37412,2.2944
demo-files-tech-meetings-split,282,ואחר,14,,14,37412,2.2944
demo-files-tech-meetings-split,283,בינתיים,14,,14,37412,2.2944
demo-files-tech-meetings-split,284,לפעמים,14,,14,37412,2.2944
demo-files-tech-meetings-split,285,שבוע,14,,14,37412,2.2944
demo-files-tech-meetings-split,286,שתי,14,,14,37412,2.2944
demo-files-tech-meetings-split,287,בבקשה,14,,14,37412,2.2944
demo-files-tech-meetings-split,288,ביום,14,,14,37412,2.2944
demo-files-tech-meetings-split,289,להביא,14,,14,37412,2.2944
demo-files-tech-meetings-split,290,שעה,14,,14,37412,2.2944
demo-files-tech-meetings-split,291,פוסטמנים,14,,14,37412,2.2944
demo-files-tech-meetings-split,292,תלוי,14,,14,37412,2.2944
demo-files-tech-meetings-split,293,מכיר,14,,14,37412,2.2944
demo-files-tech-meetings-split,294,מייצר,14,,14,37412,2.2944
demo-files-tech-meetings-split,295,נשמע,13,,14,37412,2.2944
demo-files-tech-meetings-split,296,מקרה,13,,14,37412,2.2944
demo-files-tech-meetings-split,297,פי,13,,14,37412,2.2944
demo-files-tech-meetings-split,298,כלום,13,,14,37412,2.2944
demo-files-tech-meetings-split,299,שום,13,,14,37412,2.2944
demo-files-tech-meetings-split,300,אמרתי,13,,14,37412,2.2944
demo-files-tech-meetings-split,301,לסגור,13,,14,37412,2.2944
demo-files-tech-meetings-split,302,שלחתי,13,,14,37412,2.2944
demo-files-tech-meetings-split,303,מנסה,13,,14,37412,2.2944
demo-files-tech-meetings-split,304,לצורך,13,,14,37412,2.2944
demo-files-tech-meetings-split,305,אגיד,13,,14,37412,2.2944
demo-files-tech-meetings-split,306,להעביר,13,,14,37412,2.2944
demo-files-tech-meetings-split,307,לסיים,13,,14,37412,2.2944
demo-files-tech-meetings-split,308,הבעיה,13,,14,37412,2.2944
demo-files-tech-meetings-split,309,ספציפית,13,,14,37412,2.2944
demo-files-tech-meetings-split,310,יהיו,13,,14,37412,2.2944
demo-files-tech-meetings-split,311,מעניין,13,,14,37412,2.2944
demo-files-tech-meetings-split,312,לשים,13,,14,37412,2.2944
demo-files-tech-meetings-split,313,ואם,13,,14,37412,2.2944
demo-files-tech-meetings-split,314,שה,13,,14,37412,2.2944
demo-files-tech-meetings-split,315,מסוים,13,,14,37412,2.2944
demo-files-tech-meetings-split,316,מוחק,13,,14,37412,2.2944
demo-files-tech-meetings-split,317,מדברים,12,,14,37412,2.2944
demo-files-tech-meetings-split,318,למעשה,12,,14,37412,2.2944
demo-files-tech-meetings-split,319,בסופו,12,,14,37412,2.2944
demo-files-tech-meetings-split,320,הנתונים,12,,14,37412,2.2944
demo-files-tech-meetings-split,321,בקיצור,12,,14,37412,2.2944
demo-files-tech-meetings-split,322,טסטים,12,,14,37412,2.2944
demo-files-tech-meetings-split,323,שאפשר,12,,14,37412,2.2944
demo-files-tech-meetings-split,324,מדי,12,,14,37412,2.2944
demo-files-tech-meetings-split,325,לעבור,12,,14,37412,2.2944
demo-files-tech-meetings-split,326,הסלינג,12,,14,37412,2.2944
demo-files-tech-meetings-split,327,נתחיל,12,,14,37412,2.2944
demo-files-tech-meetings-split,328,הרי,12,,14,37412,2.2944
demo-files-tech-meetings-split,329,כמעט,12,,14,37412,2.2944
demo-files-tech-meetings-split,330,לקבל,12,,14,37412,2.2944
demo-files-tech-meetings-split,331,רביעי,12,,14,37412,2.2944
demo-files-tech-meetings-split,332,ישירות,12,,14,37412,2.2944
demo-files-tech-meetings-split,333,הנייטלי,12,,14,37412,2.2944
demo-files-tech-meetings-split,334,סטייגינג,12,,14,37412,2.2944
demo-files-tech-meetings-split,335,ואת,12,,14,37412,2.2944
demo-files-tech-meetings-split,336,שונים,12,,14,37412,2.2944
demo-files-tech-meetings-split,337,בקארט,12,,14,37412,2.2944
demo-files-tech-meetings-split,338,האורגניזיישן,12,,14,37412,2.2944
demo-files-tech-meetings-split,339,מייצרים,12,,14,37412,2.2944
demo-files-tech-meetings-split,340,סביבות,12,,14,37412,2.2944
demo-files-tech-meetings-split,341,חיצוני,12,,14,37412,2.2944
demo-files-tech-meetings-split,342,שבאמת,12,,14,37412,2.2944
demo-files-tech-meetings-split,343,קשור,11,,14,37412,2.2944
demo-files-tech-meetings-split,344,וה,11,,14,37412,2.2944
demo-files-tech-meetings-split,345,לתוך,11,,14,37412,2.2944
demo-files-tech-meetings-split,346,הקארט,11,,14,37412,2.2944
demo-files-tech-meetings-split,347,קטלוג,11,,14,37412,2.2944
demo-files-tech-meetings-split,348,באופן,11,,14,37412,2.2944
demo-files-tech-meetings-split,349,איתך,11,,14,37412,2.2944
demo-files-tech-meetings-split,350,בשלב,11,,14,37412,2.2944
demo-files-tech-meetings-split,351,להריץ,11,,14,37412,2.2944
demo-files-tech-meetings-split,352,האפיק,11,,14,37412,2.2944
demo-files-tech-meetings-split,353,אשלח,11,,14,37412,2.2944
demo-files-tech-meetings-split,354,הפיתוח,11,,14,37412,2.2944
demo-files-tech-meetings-split,355,אליי,11,,14,37412,2.2944
demo-files-tech-meetings-split,356,לחקור,11,,14,37412,2.2944
demo-files-tech-meetings-split,357,למצוא,11,,14,37412,2.2944
demo-files-tech-meetings-split,358,קרה,11,,14,37412,2.2944
demo-files-tech-meetings-split,359,בפוסטמן,11,,14,37412,2.2944
demo-files-tech-meetings-split,360,ולראות,11,,14,37412,2.2944
demo-files-tech-meetings-split,361,אנסה,11,,14,37412,2.2944
demo-files-tech-meetings-split,362,מתחיל,11,,14,37412,2.2944
demo-files-tech-meetings-split,363,נשאר,11,,14,37412,2.2944
demo-files-tech-meetings-split,364,החדש,11,,14,37412,2.2944
demo-files-tech-meetings-split,365,אמרנו,11,,14,37412,2.2944
demo-files-tech-meetings-split,366,מוחקים,11,,14,37412,2.2944
demo-files-tech-meetings-split,367,קורא,11,,14,37412,2.2944
demo-files-tech-meetings-split,368,במקום,11,,14,37412,2.2944
demo-files-tech-meetings-split,369,מניח,11,,14,37412,2.2944
demo-files-tech-meetings-split,370,קונפיגוריישן,11,,14,37412,2.2944
demo-files-tech-meetings-split,371,ללכת,11,,14,37412,2.2944
demo-files-tech-meetings-split,372,אקח,11,,14,37412,2.2944
demo-files-tech-meetings-split,373,תכף,11,,14,37412,2.2944
demo-files-tech-meetings-split,374,שגם,11,,14,37412,2.2944
demo-files-tech-meetings-split,375,יונית,11,,14,37412,2.2944
demo-files-tech-meetings-split,376,הסביבה,11,,14,37412,2.2944
demo-files-tech-meetings-split,377,ביזנס,11,,14,37412,2.2944
demo-files-tech-meetings-split,378,בסטייגין,11,,14,37412,2.2944
demo-files-tech-meetings-split,379,לילה,11,,14,37412,2.2944
demo-files-tech-meetings-split,380,לאותו,11,,14,37412,2.2944
demo-files-tech-meetings-split,381,הטבלה,11,,14,37412,2.2944
demo-files-tech-meetings-split,382,החלומות,11,,14,37412,2.2944
demo-files-tech-meetings-split,383,חיליק,10,,14,37412,2.2944
demo-files-tech-meetings-split,384,אמנדה,10,,14,37412,2.2944
demo-files-tech-meetings-split,385,דעתי,10,,14,37412,2.2944
demo-files-tech-meetings-split,386,להתחיל,10,,14,37412,2.2944
demo-files-tech-meetings-split,387,שמתי,10,,14,37412,2.2944
demo-files-tech-meetings-split,388,פיאר,10,,14,37412,2.2944
demo-files-tech-meetings-split,389,לב,10,,14,37412,2.2944
demo-files-tech-meetings-split,390,לשנות,10,,14,37412,2.2944
demo-files-tech-meetings-split,391,הגרסה,10,,14,37412,2.2944
demo-files-tech-meetings-split,392,ביי,10,,14,37412,2.2944
demo-files-tech-meetings-split,393,אנשים,10,,14,37412,2.2944
demo-files-tech-meetings-split,394,לכולם,10,,14,37412,2.2944
demo-files-tech-meetings-split,395,אומרים,10,,14,37412,2.2944
demo-files-tech-meetings-split,396,אוכל,10,,14,37412,2.2944
demo-files-tech-meetings-split,397,תוך,10,,14,37412,2.2944
demo-files-tech-meetings-split,398,עליהם,10,,14,37412,2.2944
demo-files-tech-meetings-split,399,שאין,10,,14,37412,2.2944
demo-files-tech-meetings-split,400,שקוראים,10,,14,37412,2.2944
demo-files-tech-meetings-split,401,חדשים,10,,14,37412,2.2944
demo-files-tech-meetings-split,402,אצלי,10,,14,37412,2.2944
demo-files-tech-meetings-split,403,לפנות,10,,14,37412,2.2944
demo-files-tech-meetings-split,404,משם,10,,14,37412,2.2944
demo-files-tech-meetings-split,405,עניין,10,,14,37412,2.2944
demo-files-tech-meetings-split,406,אראה,10,,14,37412,2.2944
demo-files-tech-meetings-split,407,סטורי,10,,14,37412,2.2944
demo-files-tech-meetings-split,408,וכו,10,,14,37412,2.2944
demo-files-tech-meetings-split,409,הבאגים,10,,14,37412,2.2944
demo-files-tech-meetings-split,410,בדרך,10,,14,37412,2.2944
demo-files-tech-meetings-split,411,גרסה,10,,14,37412,2.2944
demo-files-tech-meetings-split,412,הקודם,10,,14,37412,2.2944
demo-files-tech-meetings-split,413,טנדר,10,,14,37412,2.2944
