subfolder,rank,word,count,total_files,total_words,estimated_cost
tech-meetings,97,בוא,21,7,17862,1.2013
tech-meetings,98,אחר,20,7,17862,1.2013
tech-meetings,99,שוב,20,7,17862,1.2013
tech-meetings,100,וזה,20,7,17862,1.2013
tech-meetings,101,לכם,20,7,17862,1.2013
tech-meetings,102,יום,20,7,17862,1.2013
tech-meetings,103,אתמול,19,7,17862,1.2013
tech-meetings,104,בטוח,19,7,17862,1.2013
tech-meetings,105,דני,19,7,17862,1.2013
tech-meetings,106,בי,19,7,17862,1.2013
tech-meetings,107,אמר,18,7,17862,1.2013
tech-meetings,108,שצריך,18,7,17862,1.2013
tech-meetings,109,שינויים,18,7,17862,1.2013
tech-meetings,110,הבנתי,18,7,17862,1.2013
tech-meetings,111,העניין,18,7,17862,1.2013
tech-meetings,112,איפה,18,7,17862,1.2013
tech-meetings,113,לעבוד,18,7,17862,1.2013
tech-meetings,114,זמן,18,7,17862,1.2013
tech-meetings,115,שיהיה,18,7,17862,1.2013
tech-meetings,116,להבין,18,7,17862,1.2013
tech-meetings,117,אלכס,18,7,17862,1.2013
tech-meetings,118,רוצים,17,7,17862,1.2013
tech-meetings,119,לפי,17,7,17862,1.2013
tech-meetings,120,חדש,17,7,17862,1.2013
tech-meetings,121,בואו,17,7,17862,1.2013
tech-meetings,122,אותה,17,7,17862,1.2013
tech-meetings,123,עובדים,17,7,17862,1.2013
tech-meetings,124,בכלל,17,7,17862,1.2013
tech-meetings,125,אחת,16,7,17862,1.2013
tech-meetings,126,יכולים,16,7,17862,1.2013
tech-meetings,127,מיני,16,7,17862,1.2013
tech-meetings,128,נעשה,16,7,17862,1.2013
tech-meetings,129,קורה,16,7,17862,1.2013
tech-meetings,130,לתת,16,7,17862,1.2013
tech-meetings,131,מקרה,15,7,17862,1.2013
tech-meetings,132,עובר,15,7,17862,1.2013
tech-meetings,133,מבין,15,7,17862,1.2013
tech-meetings,134,הזמן,15,7,17862,1.2013
tech-meetings,135,סרוויס,15,7,17862,1.2013
tech-meetings,136,בגדול,15,7,17862,1.2013
tech-meetings,137,הזאת,15,7,17862,1.2013
tech-meetings,138,קודם,15,7,17862,1.2013
tech-meetings,139,ואנחנו,15,7,17862,1.2013
tech-meetings,140,ברור,15,7,17862,1.2013
tech-meetings,141,יאללה,15,7,17862,1.2013
tech-meetings,142,איתו,14,7,17862,1.2013
tech-meetings,143,לדעתי,14,7,17862,1.2013
tech-meetings,144,הייתי,14,7,17862,1.2013
tech-meetings,145,ולא,13,7,17862,1.2013
tech-meetings,146,ראיתי,13,7,17862,1.2013
tech-meetings,147,שלו,13,7,17862,1.2013
tech-meetings,148,מחר,13,7,17862,1.2013
tech-meetings,149,מול,13,7,17862,1.2013
tech-meetings,150,להוסיף,12,7,17862,1.2013
tech-meetings,151,שאתם,12,7,17862,1.2013
tech-meetings,152,מדבר,12,7,17862,1.2013
tech-meetings,153,בין,12,7,17862,1.2013
tech-meetings,154,אותך,12,7,17862,1.2013
tech-meetings,155,לסגור,12,7,17862,1.2013
tech-meetings,156,גט,12,7,17862,1.2013
tech-meetings,157,שני,12,7,17862,1.2013
tech-meetings,158,הדבר,12,7,17862,1.2013
tech-meetings,159,רגע,12,7,17862,1.2013
tech-meetings,160,לחקור,12,7,17862,1.2013
tech-meetings,161,קוד,12,7,17862,1.2013
tech-meetings,162,לבדוק,12,7,17862,1.2013
tech-meetings,163,זוכר,11,7,17862,1.2013
tech-meetings,164,דרך,11,7,17862,1.2013
tech-meetings,165,תהליך,11,7,17862,1.2013
tech-meetings,166,בו,11,7,17862,1.2013
tech-meetings,167,משימה,11,7,17862,1.2013
tech-meetings,168,מבחינת,11,7,17862,1.2013
tech-meetings,169,בינתיים,11,7,17862,1.2013
tech-meetings,170,בגלל,11,7,17862,1.2013
tech-meetings,171,אעשה,11,7,17862,1.2013
tech-meetings,172,לכתוב,11,7,17862,1.2013
tech-meetings,173,הכי,11,7,17862,1.2013
tech-meetings,174,אליו,11,7,17862,1.2013
tech-meetings,175,לכל,11,7,17862,1.2013
tech-meetings,176,ספציפית,11,7,17862,1.2013
tech-meetings,177,מקווה,11,7,17862,1.2013
tech-meetings,178,בבוקר,11,7,17862,1.2013
tech-meetings,179,שלך,11,7,17862,1.2013
tech-meetings,180,טסט,10,7,17862,1.2013
tech-meetings,181,הדברים,10,7,17862,1.2013
tech-meetings,182,ואתה,10,7,17862,1.2013
tech-meetings,183,שלחתי,10,7,17862,1.2013
tech-meetings,184,מנסה,10,7,17862,1.2013
tech-meetings,185,איתך,10,7,17862,1.2013
tech-meetings,186,אותי,10,7,17862,1.2013
tech-meetings,187,כולם,10,7,17862,1.2013
tech-meetings,188,סליחה,10,7,17862,1.2013
tech-meetings,189,נופל,10,7,17862,1.2013
tech-meetings,190,שעשיתי,10,7,17862,1.2013
tech-meetings,191,ביי,10,7,17862,1.2013
tech-meetings,192,לכולם,10,7,17862,1.2013
tech-meetings,193,מזה,10,7,17862,1.2013
tech-meetings,194,נמצא,10,7,17862,1.2013
tech-meetings,195,הסלינג,10,7,17862,1.2013
tech-meetings,196,ריקוויסט,10,7,17862,1.2013
tech-meetings,197,סטורי,10,7,17862,1.2013
tech-meetings,198,תמיד,10,7,17862,1.2013
tech-meetings,199,בסוף,10,7,17862,1.2013
tech-meetings,200,בבקשה,10,7,17862,1.2013
tech-meetings,201,ביום,10,7,17862,1.2013
tech-meetings,202,נדבר,10,7,17862,1.2013
tech-meetings,203,כמובן,10,7,17862,1.2013
tech-meetings,204,הייתה,10,7,17862,1.2013
tech-meetings,205,המון,10,7,17862,1.2013
tech-meetings,206,פתאום,9,7,17862,1.2013
tech-meetings,207,נשמע,9,7,17862,1.2013
tech-meetings,208,בסופו,9,7,17862,1.2013
tech-meetings,209,שנקרא,9,7,17862,1.2013
tech-meetings,210,שאם,9,7,17862,1.2013
tech-meetings,211,קטן,9,7,17862,1.2013
tech-meetings,212,נכנס,9,7,17862,1.2013
tech-meetings,213,לדעת,9,7,17862,1.2013
tech-meetings,214,איזשהו,9,7,17862,1.2013
tech-meetings,215,רבה,9,7,17862,1.2013
tech-meetings,216,התחלתי,9,7,17862,1.2013
tech-meetings,217,הפיתוח,9,7,17862,1.2013
tech-meetings,218,להסתכל,9,7,17862,1.2013
tech-meetings,219,שאלות,9,7,17862,1.2013
tech-meetings,220,הבעיה,9,7,17862,1.2013
tech-meetings,221,בשביל,9,7,17862,1.2013
tech-meetings,222,ולראות,9,7,17862,1.2013
tech-meetings,223,יהיו,9,7,17862,1.2013
tech-meetings,224,לקחת,9,7,17862,1.2013
tech-meetings,225,סט,9,7,17862,1.2013
tech-meetings,226,התהליך,9,7,17862,1.2013
tech-meetings,227,הפוסטמנים,9,7,17862,1.2013
tech-meetings,228,יושב,9,7,17862,1.2013
tech-meetings,229,אהה,9,7,17862,1.2013
tech-meetings,230,קאוץ,9,7,17862,1.2013
tech-meetings,231,חיליק,8,7,17862,1.2013
tech-meetings,232,ומה,8,7,17862,1.2013
tech-meetings,233,קשור,8,7,17862,1.2013
tech-meetings,234,רואים,8,7,17862,1.2013
tech-meetings,235,האחרון,8,7,17862,1.2013
tech-meetings,236,סתם,8,7,17862,1.2013
tech-meetings,237,טסטים,8,7,17862,1.2013
tech-meetings,238,לצורך,8,7,17862,1.2013
tech-meetings,239,העבודה,8,7,17862,1.2013
tech-meetings,240,שהיא,8,7,17862,1.2013
tech-meetings,241,פיאר,8,7,17862,1.2013
tech-meetings,242,להעביר,8,7,17862,1.2013
tech-meetings,243,משנה,8,7,17862,1.2013
tech-meetings,244,האלה,8,7,17862,1.2013
tech-meetings,245,למצוא,8,7,17862,1.2013
tech-meetings,246,להכניס,8,7,17862,1.2013
tech-meetings,247,לעבור,8,7,17862,1.2013
tech-meetings,248,רלוונטי,8,7,17862,1.2013
tech-meetings,249,לשם,8,7,17862,1.2013
tech-meetings,250,לעזור,8,7,17862,1.2013
tech-meetings,251,לדבר,8,7,17862,1.2013
tech-meetings,252,השינוי,8,7,17862,1.2013
tech-meetings,253,למשל,8,7,17862,1.2013
tech-meetings,254,בטח,8,7,17862,1.2013
tech-meetings,255,אההה,8,7,17862,1.2013
tech-meetings,256,רביעי,8,7,17862,1.2013
tech-meetings,257,שאלה,8,7,17862,1.2013
tech-meetings,258,אגב,8,7,17862,1.2013
tech-meetings,259,נסיים,8,7,17862,1.2013
tech-meetings,260,שנוכל,8,7,17862,1.2013
tech-meetings,261,בלי,8,7,17862,1.2013
tech-meetings,262,תלוי,8,7,17862,1.2013
tech-meetings,263,מייל,8,7,17862,1.2013
tech-meetings,264,למי,7,7,17862,1.2013
tech-meetings,265,אמנדה,7,7,17862,1.2013
tech-meetings,266,מידע,7,7,17862,1.2013
tech-meetings,267,בקיצור,7,7,17862,1.2013
tech-meetings,268,להתחיל,7,7,17862,1.2013
tech-meetings,269,בזה,7,7,17862,1.2013
tech-meetings,270,שמתי,7,7,17862,1.2013
tech-meetings,271,תגיד,7,7,17862,1.2013
tech-meetings,272,באגים,7,7,17862,1.2013
tech-meetings,273,הבג,7,7,17862,1.2013
tech-meetings,274,ויש,7,7,17862,1.2013
tech-meetings,275,פגישה,7,7,17862,1.2013
tech-meetings,276,האפיק,7,7,17862,1.2013
tech-meetings,277,גדול,7,7,17862,1.2013
tech-meetings,278,שנייה,7,7,17862,1.2013
tech-meetings,279,עליו,7,7,17862,1.2013
tech-meetings,280,להיכנס,7,7,17862,1.2013
tech-meetings,281,אליי,7,7,17862,1.2013
tech-meetings,282,אוכל,7,7,17862,1.2013
tech-meetings,283,ממשיך,7,7,17862,1.2013
tech-meetings,284,פרפורמנס,7,7,17862,1.2013
tech-meetings,285,לסיים,7,7,17862,1.2013
tech-meetings,286,קרה,7,7,17862,1.2013
tech-meetings,287,צאט,7,7,17862,1.2013
tech-meetings,288,שתי,7,7,17862,1.2013
tech-meetings,289,ואלכס,7,7,17862,1.2013
tech-meetings,290,עניין,7,7,17862,1.2013
tech-meetings,291,שלישי,7,7,17862,1.2013
tech-meetings,292,חמישי,7,7,17862,1.2013
tech-meetings,293,האם,7,7,17862,1.2013
tech-meetings,294,נתחיל,7,7,17862,1.2013
tech-meetings,295,בנוסף,7,7,17862,1.2013
tech-meetings,296,אלדר,7,7,17862,1.2013
tech-meetings,297,הבאגים,7,7,17862,1.2013
tech-meetings,298,להביא,7,7,17862,1.2013
tech-meetings,299,אותנו,7,7,17862,1.2013
tech-meetings,300,מניח,7,7,17862,1.2013
tech-meetings,301,מצב,7,7,17862,1.2013
tech-meetings,302,לפתוח,7,7,17862,1.2013
tech-meetings,303,ואת,7,7,17862,1.2013
tech-meetings,304,עידן,7,7,17862,1.2013
tech-meetings,305,לשים,7,7,17862,1.2013
tech-meetings,306,חשוב,7,7,17862,1.2013
tech-meetings,307,עשה,7,7,17862,1.2013
tech-meetings,308,סוף,7,7,17862,1.2013
tech-meetings,309,הצוות,7,7,17862,1.2013
tech-meetings,310,ממנו,7,7,17862,1.2013
tech-meetings,311,להשתמש,7,7,17862,1.2013
tech-meetings,312,ללמוד,7,7,17862,1.2013
tech-meetings,313,אגנט,7,7,17862,1.2013
tech-meetings,314,מקומות,7,7,17862,1.2013
tech-meetings,315,נוכל,7,7,17862,1.2013
tech-meetings,316,אייטם,7,7,17862,1.2013
tech-meetings,317,לקחתי,7,7,17862,1.2013
tech-meetings,318,לאיזה,7,7,17862,1.2013
tech-meetings,319,עדיף,7,7,17862,1.2013
tech-meetings,320,ההונר,7,7,17862,1.2013
tech-meetings,321,למעשה,6,7,17862,1.2013
tech-meetings,322,להגיד,6,7,17862,1.2013
tech-meetings,323,שינוי,6,7,17862,1.2013
tech-meetings,324,דעתי,6,7,17862,1.2013
tech-meetings,325,נגיד,6,7,17862,1.2013
tech-meetings,326,הנתונים,6,7,17862,1.2013
tech-meetings,327,לתוך,6,7,17862,1.2013
tech-meetings,328,דיברתי,6,7,17862,1.2013
tech-meetings,329,שום,6,7,17862,1.2013
tech-meetings,330,רשימה,6,7,17862,1.2013
tech-meetings,331,קיבלתי,6,7,17862,1.2013
tech-meetings,332,וכל,6,7,17862,1.2013
tech-meetings,333,באופן,6,7,17862,1.2013
tech-meetings,334,אגיד,6,7,17862,1.2013
tech-meetings,335,אלא,6,7,17862,1.2013
tech-meetings,336,בוריס,6,7,17862,1.2013
tech-meetings,337,שאפשר,6,7,17862,1.2013
tech-meetings,338,בג,6,7,17862,1.2013
tech-meetings,339,הגרסה,6,7,17862,1.2013
tech-meetings,340,אשלח,6,7,17862,1.2013
tech-meetings,341,עוברים,6,7,17862,1.2013
tech-meetings,342,מרג,6,7,17862,1.2013
tech-meetings,343,הולך,6,7,17862,1.2013
tech-meetings,344,היי,6,7,17862,1.2013
tech-meetings,345,יחסית,6,7,17862,1.2013
tech-meetings,346,כאלה,6,7,17862,1.2013
tech-meetings,347,זו,6,7,17862,1.2013
tech-meetings,348,שבוע,6,7,17862,1.2013
tech-meetings,349,מוחמד,6,7,17862,1.2013
tech-meetings,350,חדשים,6,7,17862,1.2013
tech-meetings,351,בעיקרון,6,7,17862,1.2013
tech-meetings,352,שכל,6,7,17862,1.2013
tech-meetings,353,סרוויסים,6,7,17862,1.2013
tech-meetings,354,קוראים,6,7,17862,1.2013
tech-meetings,355,להתקן,6,7,17862,1.2013
tech-meetings,356,שכן,6,7,17862,1.2013
tech-meetings,357,במקום,6,7,17862,1.2013
tech-meetings,358,משם,6,7,17862,1.2013
tech-meetings,359,אנסה,6,7,17862,1.2013
tech-meetings,360,שלכם,6,7,17862,1.2013
tech-meetings,361,עשית,6,7,17862,1.2013
tech-meetings,362,הספרינט,6,7,17862,1.2013
tech-meetings,363,נשאר,6,7,17862,1.2013
tech-meetings,364,איתם,6,7,17862,1.2013
tech-meetings,365,נמשיך,6,7,17862,1.2013
tech-meetings,366,נוסיף,6,7,17862,1.2013
tech-meetings,367,אפיק,6,7,17862,1.2013
tech-meetings,368,לפחות,6,7,17862,1.2013
tech-meetings,369,לנסות,6,7,17862,1.2013
tech-meetings,370,במידה,6,7,17862,1.2013
tech-meetings,371,תשובה,6,7,17862,1.2013
tech-meetings,372,הקודם,6,7,17862,1.2013
tech-meetings,373,עדכון,6,7,17862,1.2013
tech-meetings,374,חדשה,6,7,17862,1.2013
tech-meetings,375,לקבל,6,7,17862,1.2013
tech-meetings,376,משימות,6,7,17862,1.2013
tech-meetings,377,בחופש,6,7,17862,1.2013
tech-meetings,378,גו,6,7,17862,1.2013
tech-meetings,379,העביר,6,7,17862,1.2013
tech-meetings,380,ראוטר,6,7,17862,1.2013
tech-meetings,381,תראו,6,7,17862,1.2013
tech-meetings,382,דוד,6,7,17862,1.2013
tech-meetings,383,הקוד,6,7,17862,1.2013
tech-meetings,384,אפילו,6,7,17862,1.2013
tech-meetings,385,עומר,6,7,17862,1.2013
tech-meetings,386,צוות,6,7,17862,1.2013
tech-meetings,387,מחזיר,6,7,17862,1.2013
tech-meetings,388,איתנו,5,7,17862,1.2013
tech-meetings,389,שמעתי,5,7,17862,1.2013
tech-meetings,390,מדברים,5,7,17862,1.2013
tech-meetings,391,ואסף,5,7,17862,1.2013
tech-meetings,392,שהכל,5,7,17862,1.2013
tech-meetings,393,שכתוב,5,7,17862,1.2013
tech-meetings,394,פי,5,7,17862,1.2013
tech-meetings,395,שבו,5,7,17862,1.2013
tech-meetings,396,ששם,5,7,17862,1.2013
tech-meetings,397,כאן,5,7,17862,1.2013
tech-meetings,398,בהתחלה,5,7,17862,1.2013
tech-meetings,399,להתקדם,5,7,17862,1.2013
tech-meetings,400,לשיפור,5,7,17862,1.2013
tech-meetings,401,לב,5,7,17862,1.2013
tech-meetings,402,ואחר,5,7,17862,1.2013
tech-meetings,403,הסרוויס,5,7,17862,1.2013
tech-meetings,404,בזמן,5,7,17862,1.2013
tech-meetings,405,למרות,5,7,17862,1.2013
tech-meetings,406,יודעים,5,7,17862,1.2013
tech-meetings,407,ראית,5,7,17862,1.2013
tech-meetings,408,ירוק,5,7,17862,1.2013
tech-meetings,409,אנשים,5,7,17862,1.2013
tech-meetings,410,אומרים,5,7,17862,1.2013
tech-meetings,411,חוץ,5,7,17862,1.2013
tech-meetings,412,הארכיטקטורה,5,7,17862,1.2013
tech-meetings,413,ביחד,5,7,17862,1.2013
tech-meetings,414,שלושה,5,7,17862,1.2013
tech-meetings,415,הפיארים,5,7,17862,1.2013
tech-meetings,416,מספיק,5,7,17862,1.2013
tech-meetings,417,כפי,5,7,17862,1.2013
tech-meetings,418,תוך,5,7,17862,1.2013
tech-meetings,419,מוצא,5,7,17862,1.2013
tech-meetings,420,ניסיתי,5,7,17862,1.2013
tech-meetings,421,שעבר,5,7,17862,1.2013
tech-meetings,422,האנשים,5,7,17862,1.2013
tech-meetings,423,אחלה,5,7,17862,1.2013
tech-meetings,424,שלחת,5,7,17862,1.2013
tech-meetings,425,ועכשיו,5,7,17862,1.2013
tech-meetings,426,מחכה,5,7,17862,1.2013
tech-meetings,427,תשובות,5,7,17862,1.2013
tech-meetings,428,המסמך,5,7,17862,1.2013
tech-meetings,429,להם,5,7,17862,1.2013
tech-meetings,430,תומר,5,7,17862,1.2013
tech-meetings,431,נשים,5,7,17862,1.2013
tech-meetings,432,ראשון,5,7,17862,1.2013
tech-meetings,433,מתחיל,5,7,17862,1.2013
tech-meetings,434,סוג,5,7,17862,1.2013
tech-meetings,435,היוזר,5,7,17862,1.2013
tech-meetings,436,הבא,5,7,17862,1.2013
tech-meetings,437,והוא,5,7,17862,1.2013
tech-meetings,438,מעולה,5,7,17862,1.2013
tech-meetings,439,החדש,5,7,17862,1.2013
tech-meetings,440,עשינו,5,7,17862,1.2013
tech-meetings,441,עומד,5,7,17862,1.2013
tech-meetings,442,האלו,5,7,17862,1.2013
tech-meetings,443,מסתבר,5,7,17862,1.2013
tech-meetings,444,מעניין,5,7,17862,1.2013
tech-meetings,445,לוקח,5,7,17862,1.2013
tech-meetings,446,המערכת,5,7,17862,1.2013
tech-meetings,447,פונקציה,5,7,17862,1.2013
tech-meetings,448,למסקנה,5,7,17862,1.2013
tech-meetings,449,טאסק,5,7,17862,1.2013
tech-meetings,450,שעה,5,7,17862,1.2013
tech-meetings,451,קל,5,7,17862,1.2013
tech-meetings,452,אקח,5,7,17862,1.2013
tech-meetings,453,מתחילים,5,7,17862,1.2013
tech-meetings,454,הסדר,5,7,17862,1.2013
tech-meetings,455,תכף,5,7,17862,1.2013
tech-meetings,456,הפיאר,5,7,17862,1.2013
tech-meetings,457,הפוסטמן,5,7,17862,1.2013
tech-meetings,458,שאלתי,5,7,17862,1.2013
tech-meetings,459,אופן,5,7,17862,1.2013
tech-meetings,460,אקספטנט,5,7,17862,1.2013
tech-meetings,461,שלום,5,7,17862,1.2013
tech-meetings,462,להשלים,5,7,17862,1.2013
tech-meetings,463,נצטרך,5,7,17862,1.2013
tech-meetings,464,להשתדל,5,7,17862,1.2013
tech-meetings,465,נמוך,5,7,17862,1.2013
tech-meetings,466,ועל,5,7,17862,1.2013
tech-meetings,467,לקרוא,5,7,17862,1.2013
tech-meetings,468,מכיר,5,7,17862,1.2013
tech-meetings,469,ספציפי,5,7,17862,1.2013
tech-meetings,470,בהקשר,5,7,17862,1.2013
tech-meetings,471,קונטרולר,5,7,17862,1.2013
tech-meetings,472,תראה,5,7,17862,1.2013
tech-meetings,473,תנסי,5,7,17862,1.2013
tech-meetings,474,הגעתי,5,7,17862,1.2013
tech-meetings,475,כיוון,5,7,17862,1.2013
tech-meetings,476,לבד,5,7,17862,1.2013
tech-meetings,477,ברמת,5,7,17862,1.2013
tech-meetings,478,פונה,5,7,17862,1.2013
tech-meetings,479,פיינד,5,7,17862,1.2013
tech-meetings,480,כמעט,5,7,17862,1.2013
tech-meetings,481,לתקן,5,7,17862,1.2013
tech-meetings,482,ייקח,5,7,17862,1.2013
tech-meetings,483,הפריטים,5,7,17862,1.2013
tech-meetings,484,יאיר,5,7,17862,1.2013
tech-meetings,485,וחצי,5,7,17862,1.2013
tech-meetings,486,סאני,5,7,17862,1.2013
tech-meetings,487,הפיזיקה,5,7,17862,1.2013
tech-meetings,488,גמור,5,7,17862,1.2013
tech-meetings,489,רדש,5,7,17862,1.2013
tech-meetings,490,שב,4,7,17862,1.2013
tech-meetings,491,רצה,4,7,17862,1.2013
tech-meetings,492,כתוב,4,7,17862,1.2013
tech-meetings,493,תקין,4,7,17862,1.2013
tech-meetings,494,אבדוק,4,7,17862,1.2013
tech-meetings,495,הגיוני,4,7,17862,1.2013
tech-meetings,496,מזין,4,7,17862,1.2013
tech-meetings,497,אמרתי,4,7,17862,1.2013
tech-meetings,498,כזאת,4,7,17862,1.2013
tech-meetings,499,מסיימים,4,7,17862,1.2013
tech-meetings,500,לאשר,4,7,17862,1.2013
tech-meetings,501,אישור,4,7,17862,1.2013
tech-meetings,502,שיפור,4,7,17862,1.2013
tech-meetings,503,אמרת,4,7,17862,1.2013
tech-meetings,504,בהמשך,4,7,17862,1.2013
tech-meetings,505,להוריד,4,7,17862,1.2013
tech-meetings,506,הטסט,4,7,17862,1.2013
tech-meetings,507,בהם,4,7,17862,1.2013
tech-meetings,508,חזרה,4,7,17862,1.2013
tech-meetings,509,מצד,4,7,17862,1.2013
tech-meetings,510,לה,4,7,17862,1.2013
tech-meetings,511,אמרה,4,7,17862,1.2013
tech-meetings,512,שלה,4,7,17862,1.2013
tech-meetings,513,האחרונים,4,7,17862,1.2013
tech-meetings,514,כבאגים,4,7,17862,1.2013
tech-meetings,515,לאון,4,7,17862,1.2013
tech-meetings,516,להריץ,4,7,17862,1.2013
tech-meetings,517,אוף,4,7,17862,1.2013
tech-meetings,518,לשנות,4,7,17862,1.2013
tech-meetings,519,בודקת,4,7,17862,1.2013
tech-meetings,520,לפעמים,4,7,17862,1.2013
tech-meetings,521,אצל,4,7,17862,1.2013
tech-meetings,522,דגל,4,7,17862,1.2013
tech-meetings,523,לשאול,4,7,17862,1.2013
tech-meetings,524,ברגע,4,7,17862,1.2013
tech-meetings,525,ושוב,4,7,17862,1.2013
tech-meetings,526,שאמרתי,4,7,17862,1.2013
tech-meetings,527,המשימה,4,7,17862,1.2013
tech-meetings,528,קטע,4,7,17862,1.2013
tech-meetings,529,אוטומטי,4,7,17862,1.2013
tech-meetings,530,מהדברים,4,7,17862,1.2013
tech-meetings,531,להשמיש,4,7,17862,1.2013
tech-meetings,532,בפוסטמן,4,7,17862,1.2013
tech-meetings,533,לשלוח,4,7,17862,1.2013
tech-meetings,534,היינו,4,7,17862,1.2013
tech-meetings,535,לשפר,4,7,17862,1.2013
tech-meetings,536,וזהו,4,7,17862,1.2013
tech-meetings,537,בערב,4,7,17862,1.2013
tech-meetings,538,בסלינג,4,7,17862,1.2013
tech-meetings,539,דווקא,4,7,17862,1.2013
tech-meetings,540,חברים,4,7,17862,1.2013
tech-meetings,541,בקבוצה,4,7,17862,1.2013
